duration,packets_in,packets_out,bytes_in,bytes_out,avg_packet_size,packet_rate,byte_rate,label
166.7594,226,129,38857.24,98158.42,385.96,2.13,821.64,0
88.5957,117,352,28874.49,100986.26,276.89,5.29,1465.77,0
165.2829,389,133,224313.22,45897.12,517.64,3.16,1634.84,0
84.9053,53,204,64165.68,159254.77,869.34,3.03,2631.41,0
116.3953,271,190,233589.03,19782.63,549.61,3.96,2176.82,0
44.8572,150,28,131959.16,20706.53,857.67,3.97,3403.37,0
51.6671,410,112,208083.37,15842.7,428.98,10.1,4334.02,0
85.3363,180,131,100381.01,36638.0,440.58,3.64,1605.63,0
291.8708,55,94,78474.54,52453.37,878.71,0.51,448.58,0
179.9222,967,318081,97673.72,321320568.12,1007.43,1773.25,1786428.6,1
262.1952,115,312,126050.54,172474.52,699.12,1.63,1138.56,0
37.9515,135,5,189646.5,1617.53,1366.17,3.69,5039.69,0
0.997,1,0,45.91,8.44,54.35,1.0,54.51,1
142.8052,345,345,238068.77,115674.13,512.67,4.83,2477.1,0
213.924,388,285,69835.26,19035.79,132.05,3.15,415.43,0
145.9306,150,90,118921.1,27192.97,608.81,1.64,1001.26,0
64.2526,40,343,49089.01,71388.46,314.56,5.96,1875.06,0
10.4764,25,469,3424.39,37783.2,83.42,47.15,3933.36,0
204.1034,383,324,422519.83,144779.43,802.4,3.46,2779.47,0
198.9483,250,168,150219.57,27222.5,424.5,2.1,891.9,0
209.7799,264,254,210023.03,135914.51,667.83,2.47,1649.05,0
85.8849,36,357,37265.65,80618.55,299.96,4.58,1372.58,0
63.8229,274,161,118002.13,24033.84,326.52,6.82,2225.47,0
43.9025,333,21,158322.53,7793.84,469.26,8.06,3783.76,0
266.5392,227,276,188180.75,62734.76,498.84,1.89,941.38,0
100.0881,52,319,23950.01,131362.5,418.63,3.71,1551.76,0
230.5467,197,322,284023.22,127722.45,793.34,2.25,1785.95,0
196.0187,480,60,389347.64,26297.18,769.71,2.75,2120.43,0
1.433,1,0,49.94,19.66,69.6,0.7,48.57,1
85.2995,293,368,394069.2,98407.0,745.05,7.75,5773.49,0
262.9864,350,268,273794.38,148325.46,683.04,2.35,1605.1,0
34.3676,161,359,87172.89,217893.58,586.67,15.13,8876.58,0
269.9379,266,204,201137.57,92303.42,624.34,1.74,1087.07,0
238.274,69,144,83729.43,45317.65,605.85,0.89,541.59,0
125.8958,95,209,102062.0,39597.87,465.99,2.41,1125.22,0
3570.0716,496,259070,85203.06,370721701.05,1428.57,72.71,103865.4,1
169.9253,160,401,111778.18,245027.96,636.02,3.3,2099.78,0
107.8671,371,288,202578.25,165554.82,558.62,6.11,3412.84,0
42.9374,161,279,188742.04,69516.83,586.95,10.25,6014.78,0
253.2765,85,381,126503.26,142294.4,576.82,1.84,1061.28,0
1.7943,1,0,57.86,39.62,97.48,0.56,54.33,1
253.606,10,354,8978.46,55680.57,177.63,1.44,254.96,0
120.8071,443,431,580496.86,323727.0,1034.58,7.23,7484.85,0
148.7617,9,105,12415.65,83317.81,839.77,0.77,643.54,0
44.2746,258,450,113117.79,50678.96,231.35,15.99,3699.56,0
97.0923,135,117,26089.46,46184.76,286.8,2.6,744.39,0
226.6573,198,396,254754.38,239241.57,831.64,2.62,2179.48,0
214.9929,182,77,29660.8,24487.56,209.07,1.2,251.86,0
112.5587,43,281,8908.7,79741.84,273.61,2.88,787.59,0
15.6429,182,102,91435.88,17955.49,385.18,18.16,6993.02,0
2476.2663,974,43897,112035.69,57950460.98,1293.99,18.12,23447.6,1
130.3705,238,125,344166.77,22992.42,1011.46,2.78,2816.28,0
100.5754,206,326,121430.52,249303.95,696.87,5.29,3686.13,0
50.905,29,396,18950.86,224894.82,573.75,8.35,4790.21,0
238.6728,104,90,66731.63,46348.53,582.89,0.81,473.79,0
63.7238,67,388,94727.04,127858.78,489.2,7.14,3492.98,0
257.703,174,338,202204.78,268912.14,920.15,1.99,1828.14,0
56.06,363,330,162609.45,161210.71,467.27,12.36,5776.32,0
237.6864,73,97,10220.19,42961.27,312.83,0.72,223.75,0
289.8421,99,135,102722.3,45931.48,635.27,0.81,512.88,0
44.7462,489,405,429720.46,260341.66,771.88,19.98,15421.68,0
200.6164,380,106,343813.37,42055.83,793.97,2.42,1923.42,0
169.1042,298,331,303215.47,250738.89,880.69,3.72,3275.82,0
25.589,185,110,208348.15,45609.75,860.87,11.53,9924.51,0
8.6153,271,108,141748.56,77625.68,578.82,43.99,25463.48,0
0.6984,1,1,59.16,46.53,52.85,2.86,151.33,1
3065.7608,723,66373,112506.34,87474560.26,1305.4,21.89,28569.44,1
209.9502,449,262,490261.37,119985.71,858.29,3.39,2906.63,0
275.4727,362,377,355731.65,95071.05,610.02,2.68,1636.47,0
84.2231,422,43,335467.85,13962.6,751.46,5.52,4148.87,0
275.8394,216,188,259747.98,108612.43,911.78,1.46,1335.42,0
2489.7569,502,30765,66063.11,38032582.88,1218.49,12.56,15302.15,1
30.5509,19974,54,2140188.68,4615.46,107.09,655.56,70204.26,1
0.6466,1,1,45.24,50.19,47.71,3.09,147.6,1
248.4884,375,95,320756.76,57991.8,805.85,1.89,1524.21,0
138.1703,112,444,153206.95,268274.02,758.06,4.02,3050.45,0
166.4874,251,402,79250.51,84023.98,250.04,3.92,980.7,0
238.17,288,8,58671.21,836.76,201.04,1.24,249.85,0
269.8207,227,69,105512.79,33964.0,471.21,1.1,516.92,0
262.4254,350,325,314684.95,244844.34,828.93,2.57,2132.15,0
13.3309,79,367,105165.4,184168.38,648.73,33.46,21704.02,0
72.9892,230,354,103436.65,189634.26,501.83,8.0,4015.26,0
201.1033,364,64,316859.75,49718.81,856.49,2.13,1822.84,0
131.5476,497,356,356045.02,185654.51,635.05,6.48,4117.9,0
215.0722,124,100,86074.8,14709.05,449.93,1.04,468.6,0
15.0968,438,69,595033.21,39559.45,1251.66,33.58,42034.97,0
185.153,476,476,124912.8,34196.93,167.13,5.14,859.34,0
120.9266,357,143,261758.15,57910.14,639.34,4.13,2643.49,0
65.8066,410,337,193607.22,90507.83,380.34,11.35,4317.43,0
229.5246,499,124,188401.84,94447.26,454.01,2.71,1232.33,0
77.7779,407,270,381948.95,66174.47,661.93,8.7,5761.58,0
251.8129,79,88,98631.06,45625.86,863.81,0.66,572.87,0
123.3998,54,139,19158.96,26739.58,237.82,1.56,371.95,0
145.5638,66,415,30304.02,36259.81,138.39,3.3,457.28,0
203.4934,219,240,84840.39,92064.71,385.41,2.26,869.34,0
29.8478,38813,50,3845577.96,4676.07,99.07,1302.04,128996.24,1
4.9566,12220,12,1451125.45,921.99,118.71,2467.8,292950.43,1
203.6531,276,480,384226.11,122078.48,669.72,3.71,2486.11,0
203.5111,270,322,262220.64,241365.67,850.65,2.91,2474.49,0
174.4095,253,257,347702.54,199940.72,1073.81,2.92,3139.99,0
49.5583,442,102,521995.22,80790.22,1108.06,10.98,12163.16,0
171.6258,34,159,14171.73,18989.59,171.82,1.12,193.22,0
206.9846,407,396,547128.71,45757.23,738.34,3.88,2864.4,0
218.4418,340,184,437487.08,28772.52,889.81,2.4,2134.48,0
113.1687,154,460,146019.87,338667.03,789.39,5.43,4282.87,0
68.9712,463,291,135656.68,22884.88,210.27,10.93,2298.66,0
206.5127,74,467,15777.68,341616.95,660.62,2.62,1730.62,0
3.3292,388,497,308888.09,44612.55,399.44,265.83,106180.29,0
3.8036,426,62,621528.82,44267.23,1364.34,128.3,175043.65,0
228.0036,150,33,57956.44,6062.68,349.83,0.8,280.78,0
195.5469,261,363,149807.61,192121.79,547.96,3.19,1748.58,0
39.367,37,383,41921.43,282796.33,773.14,10.67,8248.48,0
105.6782,143,122,53547.67,87309.43,531.54,2.51,1332.89,0
83.6489,371,6,553644.63,1355.03,1472.15,4.51,6634.87,0
262.6677,307,163,181271.14,119270.17,639.45,1.79,1144.19,0
194.7341,245,27,144332.98,21085.3,608.16,1.4,849.46,0
173.2754,268,161,38713.51,52634.84,212.93,2.48,527.19,0
114.336,304,497,435365.16,45455.69,600.28,7.01,4205.33,0
279.1361,57,107,48982.85,12827.29,376.89,0.59,221.43,0
285.8757,203,255,299255.19,68015.46,801.9,1.6,1284.72,0
188.7438,460,209,79415.67,20356.57,149.14,3.54,528.61,0
159.0255,268,299,143494.3,122412.58,468.97,3.57,1672.1,0
118.4064,184,426,90674.21,166443.55,421.5,5.15,2171.49,0
13.5501,334,392,269892.05,161949.71,594.82,53.58,31869.9,0
12.0988,189,347,204577.45,154894.05,670.66,44.3,29711.44,0
213.7299,339,33,171759.83,23717.06,525.48,1.74,914.6,0
142.1179,433,451,424547.2,223566.82,733.16,6.22,4560.4,0
153.9048,438,459,93162.69,173173.21,296.92,5.83,1730.52,0
232.047,138,169,107075.62,46211.99,499.31,1.32,660.59,0
24.1396,109,97,115101.28,48170.53,792.58,8.53,6763.64,0
47.3161,324,428,163435.3,234504.08,529.17,15.89,8410.22,0
167.4535,47,251,62917.41,182343.4,823.02,1.78,1464.65,0
260.4722,299,499,265333.31,69958.7,420.17,3.06,1287.25,0
201.2291,302,480,41521.97,360197.67,513.71,3.89,1996.33,0
192.7647,495,412,223872.71,132242.35,392.63,4.71,1847.41,0
258.2149,86,475,32999.85,85067.71,210.46,2.17,457.25,0
227.4081,14,341,14840.54,74229.26,250.9,1.56,391.67,0
89.4412,355,15,448421.73,8380.96,1234.6,4.14,5107.3,0
138.1983,496,256,298742.86,23063.03,427.93,5.44,2328.58,0
242.4775,223,272,139082.77,169196.58,622.79,2.04,1271.37,0
175.0292,220,259,27985.31,194829.32,465.17,2.74,1273.01,0
16.9173,296,345,48998.16,181683.38,359.88,37.89,13635.81,0
200.6543,217,221,238971.81,174249.91,943.43,2.18,2059.37,0
189.3747,122,164,94558.46,117735.61,742.29,1.51,1121.03,0
284.259,366,41,65447.93,19868.3,209.62,1.43,300.14,0
262.1733,226,96,63147.54,66187.54,401.66,1.23,493.32,0
1.0535,1,0,49.12,55.47,104.59,0.95,99.28,1
233.5226,439,18,291787.97,3459.83,646.06,1.96,1264.32,0
276.1106,228,254,39689.91,179549.87,454.85,1.75,794.03,0
245.417,173,12,214732.89,765.72,1164.86,0.75,878.09,0
49.9168,28392,87,2764128.89,3717.04,97.19,570.53,55449.21,1
102.8528,387,110,98831.59,84607.56,369.09,4.83,1783.51,0
237.8972,274,153,131288.87,58301.81,444.01,1.79,796.94,0
25.1689,470,188,258846.28,75618.3,508.3,26.14,13288.8,0
230.3933,262,471,235794.15,221342.37,623.65,3.18,1984.16,0
273.3039,40,133,18209.3,66258.23,488.25,0.63,309.06,0
260.5346,71,191,60333.91,116644.06,675.49,1.01,679.29,0
143.5084,142,223,120630.42,62594.51,501.99,2.54,1276.75,0
159.7842,286,401627,53863.9,469470224.22,1168.22,2515.35,2938489.39,1
30.5504,438,408,640770.32,128612.13,909.44,27.69,25184.04,0
2.6614,40336,51,2900744.65,5868.68,71.97,15174.85,1092119.08,1
257.0985,140,349,14334.4,127732.65,290.53,1.9,552.58,0
42.5629,5719,67,317995.93,7735.8,56.3,135.94,7652.95,1
169.0621,267,416,104272.01,326418.72,630.59,4.04,2547.53,0
268.2246,300,169,145039.99,118687.1,562.32,1.75,983.23,0
118.731,177,193,70582.44,88106.77,428.89,3.12,1336.54,0
124.4948,417,219,477222.04,60343.35,845.23,5.11,4317.97,0
150.5506,207,415,137453.09,251448.35,625.24,4.13,2583.19,0
138.2811,476,393,622921.19,214267.38,963.39,6.28,6054.25,0
142.4091,442,467,314279.01,102129.68,458.1,6.38,2924.03,0
268.9655,322,146,188980.22,9178.74,423.42,1.74,736.74,0
17.9113,47,251,12676.59,191921.48,686.57,16.64,11422.84,0
173.628,224,328,322997.76,157849.77,871.1,3.18,2769.41,0
170.1937,69,308,15943.27,220203.5,626.38,2.22,1387.52,0
275.7028,435,241,646900.89,154266.14,1185.16,2.45,2905.91,0
114.5702,28,151,26621.16,28583.55,308.41,1.56,481.84,0
168.7987,107,227,105208.14,153340.18,774.1,1.98,1531.7,0
65.0783,338,169,45516.71,113346.21,313.34,7.79,2441.1,0
23.8167,68,276,27793.68,169400.12,573.24,14.44,8279.63,0
1.8995,1,1,48.3,38.98,43.64,1.05,45.95,1
75.7663,468,140,244949.1,110602.69,584.79,8.02,4692.74,0
3438.5823,174,166540,10742.37,212277279.95,1273.37,48.48,61737.08,1
1.7458,1,1,47.85,1.44,24.64,1.15,28.23,1
119.1809,434,274,397645.34,100491.76,703.58,5.94,4179.67,0
117.3367,476,146,654992.71,102396.44,1217.67,5.3,6454.84,0
214.7301,494,44,211582.02,10954.23,413.64,2.51,1036.35,0
278.2841,253,358,335336.11,239451.52,940.73,2.2,2065.47,0
255.723,192,319,188130.23,179288.08,719.02,2.0,1436.78,0
0.471,1,1,48.61,11.38,30.0,4.25,127.37,1
157.0413,136,348,62253.95,78713.72,291.26,3.08,897.65,0
70.4986,152,438,69052.12,211206.12,475.01,8.37,3975.37,0
224.95,53,303,36125.24,144864.93,508.4,1.58,804.58,0
9.7734,11863,7,1081870.85,751.26,91.21,1214.52,110772.64,1
13.8521,102,192,118759.24,92023.68,716.95,21.22,15216.69,0
86.9753,224,143,112478.33,65618.75,485.28,4.22,2047.67,0
246.4385,130,264,181021.67,130195.62,789.89,1.6,1262.86,0
217.5266,294,403,225424.08,266067.8,705.15,3.2,2259.46,0
102.1827,319,100,317483.04,78099.29,944.11,4.1,3871.32,0
265.4308,57,66,78949.76,22123.51,821.73,0.46,380.79,0
233.6566,127,134,110972.12,51229.3,621.46,1.12,694.19,0
230.9307,403,111,492505.18,58642.68,1072.27,2.23,2386.64,0
156.5126,397,95,124119.01,51002.75,355.94,3.14,1118.9,0
78.581,42,13,61883.53,1244.07,1147.77,0.7,803.34,0
40.9451,54,97,73226.08,12583.04,568.27,3.69,2095.71,0
91.7916,470,103,597783.53,43639.43,1119.41,6.24,6987.82,0
288.9973,400,375,66845.46,215177.4,363.9,2.68,975.87,0
0.0462,1,1,56.23,24.2,40.22,43.33,1742.57,1
114.5951,243,68,80151.35,6337.79,278.1,2.71,754.74,0
57.4479,349,229,423507.35,73850.24,860.48,10.06,8657.54,0
189.5991,496,500,549298.16,254367.95,806.89,5.25,4238.77,0
140.4216,470,307,181480.38,181342.13,466.95,5.53,2583.81,0
170.7598,126,489,91036.07,165023.21,416.36,3.6,1499.53,0
195.7797,284,62,342558.49,44340.81,1118.21,1.77,1976.2,0
233.9618,235,78,109614.15,51395.51,514.41,1.34,688.19,0
195.5049,171,131,40543.21,28093.08,227.27,1.54,351.07,0
151.3921,48,75,32993.5,19957.33,430.49,0.81,349.76,0
20.9191,216,246,218404.06,32062.66,542.14,22.09,11973.09,0
232.4792,143,257,93309.83,137619.57,577.32,1.72,993.33,0
106.4357,315,497,113897.24,268461.66,470.89,7.63,3592.39,0
239.6732,300,177,312882.83,116632.28,900.45,1.99,1792.09,0
47.7721,221,426,153456.87,102105.68,395.0,13.54,5349.61,0
30.5679,25,269,25674.11,56421.27,279.24,9.62,2685.67,0
236.7191,397,168,299785.47,42119.36,605.14,2.39,1444.35,0
280.7663,480,432,695057.95,163618.45,941.53,3.25,3058.33,0
249.5451,62,445,34498.78,262624.52,586.04,2.03,1190.66,0
249.865,399,147,172522.77,38759.09,386.96,2.19,845.58,0
21.0452,487,398,700025.81,241080.53,1063.4,42.05,44718.26,0
189.127,155,46,58394.67,15363.44,366.96,1.06,389.99,0
247.3615,404,238,534783.35,20682.41,865.21,2.6,2245.56,0
116.6594,279,356,329624.03,68762.09,627.38,5.44,3414.95,0
249.4572,145,56,122016.0,23638.24,724.65,0.81,583.88,0
267.5952,481,176,354204.29,67210.12,641.42,2.46,1574.82,0
297.1648,96,186,89148.16,53231.01,504.89,0.95,479.13,0
259.533,165,168,19003.64,56825.94,227.72,1.28,292.18,0
228.1801,163,72,130116.59,52308.27,776.28,1.03,799.48,0
24.0496,383,18,135690.35,7440.57,356.93,16.67,5951.49,0
124.5091,169,296,162409.69,44091.86,444.09,3.73,1658.53,0
152.093,234,289,104578.34,65067.88,324.37,3.44,1115.41,0
93.8251,134,420,56941.93,177245.24,422.72,5.9,2496.0,0
247.9831,452,493,86515.87,129364.52,228.44,3.81,870.54,0
101.6026,43,446,7783.62,339069.23,709.31,4.81,3413.82,0
256.2865,226,87,295805.67,68077.68,1162.57,1.22,1419.83,0
26.7737,268,331,65571.1,146871.65,354.66,22.37,7934.76,0
131.6671,146,420,125049.3,110580.77,416.31,4.3,1789.59,0
6.8096,17808,68,1376828.16,6040.75,77.36,2625.1,203075.19,1
245.1094,236,28,219158.83,12370.23,877.0,1.08,944.59,0
249.3792,223,482,181747.81,153661.6,475.76,2.83,1344.98,0
289.8567,419,147,576200.41,45006.53,1097.54,1.95,2143.15,0
30.3991,6,450,6570.8,121194.51,280.19,15.0,4202.93,0
258.0082,451,325,230467.12,80563.4,400.81,3.01,1205.51,0
185.5152,327,178,323207.16,60137.56,759.1,2.72,2066.38,0
78.8349,125,116,153722.02,85729.43,993.57,3.06,3037.38,0
137.4339,211,36,105410.99,25183.83,528.72,1.8,950.24,0
29.7459,93,49,85891.7,19324.96,740.96,4.77,3537.18,0
269.5388,302,390,109741.86,194910.4,440.25,2.57,1130.27,0
279.2619,215,328,163727.35,241859.31,746.94,1.94,1452.35,0
148.1169,203,97,104817.13,32934.36,459.17,2.03,930.02,0
17.6361,163,436,163728.83,39731.47,339.67,33.96,11536.55,0
167.9563,159,28,203477.94,15677.19,1171.95,1.11,1304.83,0
28.0523,255,306,290864.25,138532.56,765.41,20.0,15307.02,0
4.1707,215,424,175337.59,133512.21,483.33,153.21,74052.4,0
10.5772,85,111,78780.85,30457.86,557.34,18.53,10327.79,0
64.3309,131,399,29299.42,198361.76,429.55,8.24,3538.91,0
277.0973,477,33,556926.57,2402.19,1096.72,1.84,2018.53,0
98.6877,178,480,126123.28,163699.67,440.46,6.67,2936.77,0
102.3374,221,141,75331.7,106191.25,501.44,3.54,1773.77,0
35.1171,6818,36,801738.37,1671.22,117.22,195.18,22878.01,1
198.083,315,216,101533.31,116140.47,409.93,2.68,1098.9,0
128.2261,313,310,207915.86,42138.78,401.37,4.86,1950.11,0
33.0941,154,281,95456.79,124936.98,506.65,13.14,6659.62,0
217.1573,358,16,515157.77,4696.9,1389.99,1.72,2393.91,0
38.4342,19,417,7882.38,320078.08,752.2,11.34,8533.04,0
57.8769,135,201,21315.78,139663.74,479.11,5.81,2781.41,0
20.067,331,426,254711.75,38940.95,387.92,37.72,14633.64,0
158.8783,359,187,66546.45,61625.09,234.75,3.44,806.73,0
89.6372,304,47,370045.35,18794.27,1107.81,3.92,4337.93,0
152.6381,181,113,180246.08,61628.32,822.7,1.93,1584.63,0
229.0705,171,481,196809.86,161697.86,549.86,2.85,1565.05,0
18.7179,283,207,227496.76,108408.66,685.52,26.18,17945.65,0
72.5459,243,378,310347.05,166982.23,768.65,8.56,6579.68,0
64.3349,228,323,198232.27,116539.89,571.27,8.56,4892.71,0
135.4971,180,258,61826.8,105556.35,382.15,3.23,1235.33,0
214.0635,121,214,144283.81,69973.47,639.57,1.56,1000.91,0
10.4197,287,354,110396.24,47638.71,246.54,61.52,15166.94,0
55.0216,155,202,209510.32,56966.86,746.43,6.49,4843.13,0
3149.3381,834,211174,109463.12,315584972.62,1489.07,67.32,100241.52,1
87.8261,143,386,140227.09,31061.95,323.8,6.02,1950.32,0
243.6466,300,86,153599.58,63000.06,561.14,1.58,888.99,0
165.7003,26,54,37502.25,38388.14,948.63,0.48,458.0,0
70.5112,293,451,422581.71,234165.68,882.72,10.55,9314.09,0
98.0245,107,121,134666.74,39088.95,762.09,2.33,1772.57,0
49.24,477,165,352343.26,112235.05,723.64,13.04,9434.97,0
182.1887,365,25,470617.33,10799.68,1234.4,2.14,2642.41,0
229.1825,116,49,19189.57,19273.09,233.11,0.72,167.83,0
290.7093,226,387,183011.59,306517.25,798.58,2.11,1683.91,0
209.4801,288,257,267857.69,39913.02,564.72,2.6,1469.21,0
247.265,364,343,159405.71,55261.34,303.63,2.86,868.17,0
180.4347,402,120,212498.63,44776.72,492.86,2.89,1425.86,0
71.044,344,380,257848.1,99034.2,492.93,10.19,5023.4,0
28.8238,125,386,170480.13,211792.29,748.09,17.73,13262.38,0
121.3325,250,309,251181.04,178631.2,768.89,4.61,3542.43,0
80.5393,351,75,391136.28,54642.78,1046.43,5.29,5534.93,0
2.8168,62,165,64930.52,96589.35,711.54,80.59,57340.67,0
1601.9449,323,159452,34421.75,171522162.75,1073.74,99.74,107092.69,1
13.0541,306,431,179796.86,214046.83,534.39,56.46,30170.03,0
154.0774,91,338,58637.44,71902.24,304.29,2.78,847.23,0
143.0291,92,335,114407.84,99386.79,500.69,2.99,1494.76,0
36.9461,44123,84,3105581.74,7111.03,70.41,1196.53,84249.56,1
237.9211,226,84,281513.77,61009.04,1104.91,1.3,1439.65,0
6.7858,13087,8,1375302.83,437.85,105.06,1929.75,202737.02,1
210.8835,225,448,64845.25,32698.57,144.94,3.19,462.55,0
175.0257,338,182,97175.94,27235.42,239.25,2.97,710.82,0
136.3344,211,249,108563.14,26348.98,293.29,3.37,989.57,0
282.6501,43,419,7575.09,183448.02,413.47,1.63,675.83,0
234.3273,436,412,171698.57,29900.73,237.74,3.62,860.33,0
191.0203,174,151,166421.8,46320.36,654.59,1.7,1113.71,0
60.2637,114,392,23062.05,298844.09,636.18,8.4,5341.63,0
58.2346,386,363,301071.23,203811.38,674.08,12.86,8669.8,0
155.2071,368,307,462469.67,46151.2,753.51,4.35,3277.05,0
110.578,215,422,195014.36,50479.04,385.39,5.76,2220.09,0
1.3156,1,1,53.08,23.8,38.44,1.52,58.44,1
260.8111,276,299,195214.91,21080.74,376.17,2.2,829.32,0
208.8904,496,133,139255.09,39081.09,283.52,3.01,853.73,0
5.3437,96,324,71164.58,156175.92,541.29,78.6,42543.28,0
276.6532,354,404,277900.01,206051.51,638.46,2.74,1749.31,0
137.8184,361,20,72160.12,5006.45,202.54,2.76,559.91,0
131.2595,242,364,80396.78,164647.83,404.36,4.62,1866.87,0
205.2834,332,411,290460.44,175585.83,627.25,3.62,2270.26,0
128.314,222,78,146898.37,59602.53,688.34,2.34,1609.34,0
14.5281,500,391,435583.76,211300.38,726.02,61.33,44526.46,0
265.3343,372,157,375343.08,104486.44,907.05,1.99,1808.4,0
206.2966,276,364,178005.85,192090.65,578.28,3.1,1794.0,0
257.4442,402,181,509048.97,61644.7,978.89,2.26,2216.77,0
755.4747,427,211807,34891.03,215163215.95,1013.97,280.93,284851.51,1
51.9872,19,189,26486.6,34304.26,292.26,4.0,1169.34,0
26.7149,23,173,18382.36,103681.04,622.77,7.34,4569.12,0
230.5589,276,286,182685.49,51994.15,417.58,2.44,1017.87,0
128.9502,462,67,293264.1,51047.33,650.87,4.1,2670.11,0
25.106,24,33,18318.99,22492.24,715.99,2.27,1625.56,0
186.8836,350,85,113562.19,29744.11,329.44,2.33,766.82,0
12.0405,12966,78,836353.51,4415.6,64.46,1083.34,69828.5,1
192.3705,24,180,30000.61,40740.57,346.77,1.06,367.73,0
253.2233,41,394,16390.4,32920.03,113.36,1.72,194.73,0
118.3854,123,392,59279.02,195568.05,494.85,4.35,2152.69,0
55.2528,102,282,19986.07,217216.21,617.71,6.95,4293.04,0
148.833,189,125,132277.66,35016.92,532.79,2.11,1124.04,0
174.9386,80,318,88459.86,190005.09,699.66,2.28,1591.79,0
62.4677,75,289,94176.38,126745.43,606.93,5.83,3536.58,0
173.3365,277,286,183964.61,137502.83,570.99,3.25,1854.59,0
170.9771,124,500,170051.03,296553.6,747.76,3.65,2729.05,0
92.7345,447,14,316964.12,5737.5,700.0,4.97,3479.84,0
133.7424,457,142,258793.34,67709.39,545.08,4.48,2441.28,0
83.1526,371,177,47989.74,117113.2,301.28,6.59,1985.54,0
193.4731,500,5,245850.61,1419.91,489.64,2.61,1278.06,0
139.2692,165,313,96470.6,26866.03,258.03,3.43,885.6,0
115.9457,392,33,554507.74,4557.1,1315.45,3.67,4821.78,0
19.4814,237,101,159830.56,45745.32,608.21,17.35,10552.41,0
1484.4697,468,396851,65185.58,496591017.31,1250.02,267.65,334568.09,1
232.3746,46,188,63965.33,48790.62,481.86,1.01,485.23,0
107.7122,97,168,106888.94,23283.15,491.22,2.46,1208.52,0
4.3833,12851,91,864157.46,5238.31,67.18,2952.56,198342.05,1
219.4379,277,11,286031.75,5201.61,1011.23,1.31,1327.18,0
283.3807,287,248,122052.7,191389.95,585.87,1.89,1106.08,0
458.6479,178,439076,11897.23,564640266.3,1285.48,957.72,1231123.37,1
281.5652,399,407,245692.3,266081.74,634.96,2.86,1817.6,0
19.2669,77,284,52970.89,23754.55,212.54,18.74,3982.23,0
49.9793,467,172,379141.38,118988.49,779.55,12.79,9966.72,0
227.1584,338,496,133088.96,361626.95,593.18,3.67,2177.85,0
289.9298,52,383,14771.06,192429.88,476.32,1.5,714.66,0
8.9348,140,299,157678.91,229217.65,881.31,49.13,43302.13,0
172.7532,222,483,198305.21,272466.78,667.76,4.08,2725.11,0
174.4999,55,443,59811.54,186958.41,495.52,2.85,1414.16,0
84.1437,109,427,47113.87,133893.38,337.7,6.37,2151.17,0
0.8923,1,1,55.36,23.15,39.26,2.24,87.99,1
131.8368,383,429,536389.52,128452.1,818.77,6.16,5042.92,0
74.5904,131,288,170687.47,39250.01,501.04,5.62,2814.54,0
149.5416,161,476,178420.77,379868.19,876.43,4.26,3733.33,0
284.1662,316,359,72607.33,158394.08,342.22,2.38,812.91,0
81.4028,193,438,68129.74,290320.9,568.07,7.75,4403.42,0
258.7541,435,51,169096.6,4547.34,357.29,1.88,671.08,0
111.3366,339,45,431596.78,20694.56,1177.84,3.45,4062.38,0
255.5069,246,467,345865.48,241707.15,824.09,2.79,2299.63,0
43.5279,498,231,481899.64,122010.45,828.41,16.75,13874.08,0
64.1054,483,419,619366.05,294975.84,1013.68,14.07,14263.09,0
263.5237,129,158,36386.22,46750.74,289.68,1.09,315.48,0
24.363,41139,55,2491812.92,5362.8,60.62,1690.84,102498.81,1
231.5666,123,229,62773.79,182496.3,696.79,1.52,1059.18,0
231.2334,421,482,359304.42,97707.8,506.1,3.91,1976.41,0
269.9359,11,378,7869.91,53365.06,157.42,1.44,226.85,0
254.1976,153,260,38098.28,125069.91,395.08,1.62,641.9,0
223.8107,301,35,345382.53,25308.35,1103.25,1.5,1656.27,0
0.5105,1,1,42.27,22.41,32.34,3.92,126.69,1
97.4981,419,230,223425.84,151427.03,577.59,6.66,3844.72,0
294.2605,179,290,20315.18,39854.24,128.29,1.59,204.48,0
114.8857,329,405,241450.64,246365.24,664.6,6.39,4246.1,0
111.3013,356,151,341440.24,11059.11,695.26,4.56,3167.07,0
6.4676,211,357,101454.43,210425.9,549.09,87.82,48222.15,0
215.5545,237,448,213475.49,200812.95,604.8,3.18,1921.97,0
236.1381,155,296,165475.03,76749.82,537.08,1.91,1025.78,0
47.6965,353,188,76549.55,50990.5,235.75,11.34,2673.99,0
263.7447,325,328,372269.63,140651.49,785.48,2.48,1944.76,0
193.3734,376,39,209063.62,9466.55,526.58,2.15,1130.09,0
105.9321,287,497,347122.93,191903.87,687.53,7.4,5088.42,0
62.1558,358,383,141722.76,91290.22,314.46,11.92,3748.85,0
252.8284,7,257,4759.79,198133.41,768.53,1.04,802.49,0
225.0732,188,342,204409.86,243418.59,844.96,2.35,1989.7,0
77.0627,96,248,119681.26,147970.63,778.06,4.46,3473.17,0
27.9869,77,106,30637.25,28869.51,325.17,6.54,2126.23,0
70.3187,93,482,13633.26,317725.53,576.28,8.18,4712.24,0
212.7783,158,60,40555.64,29501.27,321.36,1.02,329.25,0
168.1875,357,175,396071.35,45207.5,829.47,3.16,2623.73,0
1.0116,1,1,45.34,2.97,24.16,1.98,47.76,1
