src_ip,dst_ip,src_port,dst_port,protocol,duration,packets_in,packets_out,bytes_in,bytes_out,avg_packet_size,packet_rate,byte_rate,label
10.0.252.188,224.0.0.252,50221,5355,UDP,302.4565,0,1,0,66,66.0,0.0,0.0,0
10.0.252.188,224.0.0.252,65413,5355,UDP,302.4548,0,1,0,66,66.0,0.0,0.0,0
10.0.252.188,224.0.0.252,61366,5355,UDP,302.4417,0,1,0,66,66.0,0.0,0.0,0
10.0.252.188,224.0.0.252,60836,5355,UDP,302.3809,0,1,0,66,66.0,0.0,0.0,0
10.0.252.188,224.0.0.252,58004,5355,UDP,302.3787,0,1,0,66,66.0,0.0,0.0,0
10.0.252.188,224.0.0.252,63681,5355,UDP,302.3513,0,1,0,66,66.0,0.0,0.0,0
10.0.252.188,224.0.0.252,54560,5355,UDP,302.3502,0,1,0,66,66.0,0.0,0.0,0
10.0.252.188,224.0.0.252,64351,5355,UDP,302.3413,0,1,0,66,66.0,0.0,0.0,0
10.0.252.188,224.0.0.252,51680,5355,UDP,302.3408,0,1,0,66,66.0,0.0,0.0,0
10.0.252.188,224.0.0.252,51318,5355,UDP,302.2717,0,1,0,66,66.0,0.0,0.0,0
10.0.252.188,224.0.0.252,51387,5355,UDP,302.2689,0,1,0,66,66.0,0.0,0.0,0
10.0.252.188,224.0.0.252,51607,5355,UDP,302.2682,0,1,0,66,66.0,0.0,0.0,0
10.0.252.188,224.0.0.252,54737,5355,UDP,302.2664,0,1,0,66,66.0,0.0,0.0,0
10.0.252.188,224.0.0.252,61823,5355,UDP,302.2488,0,1,0,66,66.0,0.0,0.0,0
10.0.252.188,224.0.0.252,61575,5355,UDP,302.2471,0,1,0,66,66.0,0.0,0.0,0
10.0.252.188,224.0.0.252,54498,5355,UDP,302.2468,0,1,0,66,66.0,0.0,0.0,0
10.0.252.188,224.0.0.252,57549,5355,UDP,302.2457,0,1,0,66,66.0,0.0,0.0,0
172.1.25.134,224.0.0.251,60889,5353,UDP,301.7475,0,1,0,79,79.0,0.0,0.0,0
172.3.2.135,224.0.0.252,55334,5355,UDP,301.7272,0,2,0,150,75.0,3.96,297.13,0
172.3.1.214,239.255.255.250,38800,1900,UDP,301.5197,0,1,0,354,354.0,0.0,0.0,0
172.3.1.214,239.255.255.250,50400,1900,UDP,301.4486,0,1,0,410,410.0,0.0,0.0,0
172.3.1.214,239.255.255.250,45505,1900,UDP,301.4287,0,1,0,363,363.0,0.0,0.0,0
172.3.1.214,239.255.255.250,60022,1900,UDP,301.3497,0,1,0,418,418.0,0.0,0.0,0
172.3.1.214,239.255.255.250,36874,1900,UDP,301.3366,0,1,0,408,408.0,0.0,0.0,0
10.0.250.117,255.255.255.255,46800,10001,UDP,301.3318,0,1,0,302,302.0,0.0,0.0,0
172.3.1.214,239.255.255.250,34668,1900,UDP,301.3223,0,1,0,354,354.0,0.0,0.0,0
172.3.1.214,239.255.255.250,50395,1900,UDP,301.2468,0,1,0,363,363.0,0.0,0.0,0
172.3.1.214,239.255.255.250,54392,1900,UDP,301.2314,0,1,0,420,420.0,0.0,0.0,0
172.3.1.214,239.255.255.250,52779,1900,UDP,301.2201,0,1,0,418,418.0,0.0,0.0,0
172.3.1.214,239.255.255.250,35103,1900,UDP,301.1525,0,1,0,408,408.0,0.0,0.0,0
172.3.1.214,239.255.255.250,46713,1900,UDP,301.125,0,1,0,410,410.0,0.0,0.0,0
172.3.1.214,239.255.255.250,58106,1900,UDP,301.1142,0,1,0,363,363.0,0.0,0.0,0
172.3.1.214,239.255.255.250,34538,1900,UDP,301.0383,0,1,0,408,408.0,0.0,0.0,0
172.3.1.214,239.255.255.250,58476,1900,UDP,301.0225,0,1,0,353,353.0,0.0,0.0,0
172.3.1.214,239.255.255.250,38503,1900,UDP,301.009,0,1,0,409,409.0,0.0,0.0,0
172.3.1.214,239.255.255.250,32978,1900,UDP,300.9436,0,1,0,419,419.0,0.0,0.0,0
172.3.1.214,239.255.255.250,52993,1900,UDP,300.9262,0,1,0,417,417.0,0.0,0.0,0
172.3.1.214,239.255.255.250,51823,1900,UDP,300.9107,0,1,0,407,407.0,0.0,0.0,0
172.3.1.214,239.255.255.250,40775,1900,UDP,300.8438,0,1,0,353,353.0,0.0,0.0,0
172.3.1.214,239.255.255.250,50291,1900,UDP,300.8338,0,1,0,362,362.0,0.0,0.0,0
10.0.250.159,224.0.0.252,56523,5355,UDP,300.8274,0,1,0,72,72.0,0.0,0.0,0
10.0.250.159,224.0.0.252,62850,5355,UDP,300.8255,0,1,0,72,72.0,0.0,0.0,0
172.3.1.214,239.255.255.250,59710,1900,UDP,300.8161,0,1,0,419,419.0,0.0,0.0,0
172.3.1.214,239.255.255.250,32809,1900,UDP,300.7387,0,1,0,407,407.0,0.0,0.0,0
172.3.1.214,239.255.255.250,42397,1900,UDP,300.7327,0,1,0,409,409.0,0.0,0.0,0
172.3.1.214,239.255.255.250,49239,1900,UDP,300.7155,0,1,0,362,362.0,0.0,0.0,0
172.3.1.214,239.255.255.250,40107,1900,UDP,300.635,0,1,0,417,417.0,0.0,0.0,0
172.3.1.124,239.255.255.250,51504,1900,UDP,300.5328,0,1,0,143,143.0,0.0,0.0,0
10.0.251.47,142.250.206.10,34239,443,TCP,246.991,20,19,4308,4022,213.59,0.17,36.08,0
10.0.251.47,142.250.206.10,30667,443,TCP,246.7084,23,21,5052,6588,264.55,0.19,50.58,0
10.0.251.47,142.250.182.78,52473,443,TCP,229.3076,478,376,1051703,87448,1333.9,4.06,5418.25,0
10.0.251.47,40.104.66.130,61537,443,TCP,128.1276,9,12,6724,2976,461.9,0.19,88.19,0
10.0.251.47,40.104.66.130,61536,443,TCP,128.1276,16,13,11640,2944,502.9,0.26,132.59,0
10.0.251.47,172.1.46.72,50730,7680,TCP,52.9842,0,5,0,330,66.0,0.33,21.98,0
10.0.251.47,13.107.13.93,15179,443,TCP,22.0595,17,11,10274,2605,459.96,5.93,2727.93,0
10.0.251.47,8.8.4.4,16247,443,TCP,16.9661,3,4,186,2012,314.0,131.25,41211.21,0
10.0.251.47,8.8.4.4,62830,443,TCP,16.9123,4,5,246,3526,419.11,109.5,45892.54,0
10.0.251.47,8.8.8.8,36129,53,TCP,15.1495,5,6,427,376,73.0,65.52,4783.04,0
10.0.251.47,8.8.8.8,62685,53,TCP,15.1493,5,6,386,376,69.27,114.85,7956.23,0
10.0.251.47,57.144.52.192,65365,443,TCP,536.2673,92,85,8780,5882,82.84,0.34,28.13,0
172.3.1.214,239.255.255.250,51491,1900,UDP,450.3125,0,2,0,820,410.0,0.01,5.56,0
172.3.1.214,239.255.255.250,55093,1900,UDP,444.0548,0,2,0,771,385.5,0.01,5.57,0
172.3.1.214,239.255.255.250,50361,1900,UDP,403.5234,0,2,0,774,387.0,0.02,7.49,0
172.3.1.214,239.255.255.250,50804,1900,UDP,391.539,0,2,0,783,391.5,0.02,9.1,0
172.3.1.214,239.255.255.250,51281,1900,UDP,383.1672,0,2,0,725,362.5,0.03,9.35,0
10.0.251.47,193.84.4.4,62622,53,UDP,375.821,4,4,1089,316,175.62,0.11,19.12,0
172.3.1.214,239.255.255.250,59285,1900,UDP,360.1015,0,2,0,760,380.0,0.04,14.73,0
172.3.1.214,239.255.255.250,41298,1900,UDP,357.4469,0,2,0,781,390.5,0.04,13.74,0
172.3.2.86,224.0.0.251,57711,5353,UDP,323.2222,0,14,0,1463,104.5,0.94,98.61,0
172.1.25.59,224.0.0.251,52843,5353,UDP,322.1298,0,44,0,4380,99.55,3.21,319.31,0
172.1.25.199,239.255.255.250,63915,1900,UDP,320.1943,0,8,0,1432,179.0,0.58,104.17,0
172.1.25.112,224.0.0.251,49167,5353,UDP,317.5902,0,29,0,2850,98.28,2.54,249.13,0
172.3.1.237,224.0.0.252,56204,5355,UDP,311.454,0,2,0,150,75.0,0.35,26.26,0
10.0.250.229,10.0.255.255,138,138,UDP,310.8531,0,2,0,432,216.0,0.3,65.02,0
10.0.250.229,10.0.255.255,137,137,UDP,310.8526,0,6,0,552,92.0,0.7,64.13,0
10.0.250.159,239.255.255.250,62851,3702,UDP,310.6262,0,5,0,3490,698.0,0.66,462.4,0
172.3.1.124,239.255.255.250,61941,3702,UDP,310.3608,0,3,0,1998,666.0,0.75,499.34,0
172.3.1.124,224.0.0.251,65379,5353,UDP,310.1324,0,16,0,4190,261.88,5.02,1315.88,0
172.3.1.214,239.255.255.250,52878,1900,UDP,309.0206,0,1,0,410,410.0,0.0,0.0,0
172.3.1.214,239.255.255.250,36008,1900,UDP,309.0045,0,1,0,363,363.0,0.0,0.0,0
172.3.1.214,239.255.255.250,43805,1900,UDP,308.9915,0,1,0,420,420.0,0.0,0.0,0
172.3.1.214,239.255.255.250,33781,1900,UDP,308.9248,0,1,0,418,418.0,0.0,0.0,0
172.3.1.214,239.255.255.250,45418,1900,UDP,308.9117,0,1,0,408,408.0,0.0,0.0,0
172.3.1.214,239.255.255.250,41783,1900,UDP,308.898,0,1,0,353,353.0,0.0,0.0,0
172.3.1.214,239.255.255.250,32868,1900,UDP,308.8847,0,1,0,409,409.0,0.0,0.0,0
172.3.1.214,239.255.255.250,53110,1900,UDP,308.8224,0,1,0,362,362.0,0.0,0.0,0
172.3.1.214,239.255.255.250,52632,1900,UDP,308.8101,0,1,0,419,419.0,0.0,0.0,0
172.3.1.214,239.255.255.250,56966,1900,UDP,308.7959,0,1,0,417,417.0,0.0,0.0,0
172.3.1.214,239.255.255.250,45008,1900,UDP,308.7841,0,1,0,407,407.0,0.0,0.0,0
172.3.1.214,239.255.255.250,44296,1900,UDP,308.7129,0,1,0,353,353.0,0.0,0.0,0
172.3.1.214,239.255.255.250,59394,1900,UDP,308.7002,0,1,0,409,409.0,0.0,0.0,0
172.3.1.214,239.255.255.250,53663,1900,UDP,308.6898,0,1,0,362,362.0,0.0,0.0,0
172.3.1.214,239.255.255.250,42337,1900,UDP,308.6056,0,1,0,417,417.0,0.0,0.0,0
172.3.1.214,239.255.255.250,49030,1900,UDP,308.5861,0,1,0,407,407.0,0.0,0.0,0
172.3.1.214,239.255.255.250,33432,1900,UDP,308.501,0,2,0,817,408.5,0.35,144.91,0
10.0.251.149,10.0.255.255,137,137,UDP,308.4989,0,1,0,92,92.0,0.0,0.0,0
10.0.251.78,224.0.0.252,50348,5355,UDP,308.4874,0,1,0,74,74.0,0.0,0.0,0
172.3.1.214,239.255.255.250,54602,1900,UDP,308.4858,0,1,0,362,362.0,0.0,0.0,0
172.3.1.214,239.255.255.250,57260,1900,UDP,308.4769,0,1,0,419,419.0,0.0,0.0,0
172.3.1.214,239.255.255.250,45760,1900,UDP,308.3938,0,1,0,407,407.0,0.0,0.0,0
172.1.25.55,224.0.0.252,61413,5355,UDP,308.2129,0,1,0,80,80.0,0.0,0.0,0
172.1.25.55,224.0.0.252,59910,5355,UDP,308.2122,0,1,0,80,80.0,0.0,0.0,0
10.0.250.159,224.0.0.252,58467,5355,UDP,308.1717,0,1,0,72,72.0,0.0,0.0,0
10.0.250.159,224.0.0.252,53236,5355,UDP,308.1709,0,1,0,72,72.0,0.0,0.0,0
10.0.252.188,224.0.0.252,63800,5355,UDP,307.9068,0,1,0,68,68.0,0.0,0.0,0
10.0.252.188,224.0.0.252,50089,5355,UDP,307.9058,0,1,0,68,68.0,0.0,0.0,0
10.0.251.78,224.0.0.252,60702,5355,UDP,307.7715,0,1,0,74,74.0,0.0,0.0,0
10.0.251.34,224.0.0.252,65079,5355,UDP,307.5943,0,1,0,70,70.0,0.0,0.0,0
10.0.251.34,224.0.0.252,56394,5355,UDP,307.5929,0,1,0,70,70.0,0.0,0.0,0
10.0.251.34,224.0.0.252,58165,5355,UDP,307.5856,0,1,0,70,70.0,0.0,0.0,0
10.0.251.34,224.0.0.252,55029,5355,UDP,307.5843,0,1,0,70,70.0,0.0,0.0,0
172.3.1.214,239.255.255.250,46891,1900,UDP,307.576,0,1,0,407,407.0,0.0,0.0,0
10.0.251.34,224.0.0.252,59199,5355,UDP,307.564,0,1,0,70,70.0,0.0,0.0,0
10.0.251.34,224.0.0.252,52462,5355,UDP,307.5634,0,1,0,70,70.0,0.0,0.0,0
10.0.251.34,224.0.0.252,64738,5355,UDP,307.5586,0,1,0,70,70.0,0.0,0.0,0
10.0.251.34,224.0.0.252,51086,5355,UDP,307.558,0,1,0,70,70.0,0.0,0.0,0
172.3.1.214,239.255.255.250,41418,1900,UDP,307.5557,0,1,0,353,353.0,0.0,0.0,0
10.0.251.34,224.0.0.252,64510,5355,UDP,307.4848,0,1,0,70,70.0,0.0,0.0,0
10.0.251.34,224.0.0.252,59031,5355,UDP,307.4837,0,1,0,70,70.0,0.0,0.0,0
172.3.1.214,239.255.255.250,55934,1900,UDP,307.479,0,1,0,417,417.0,0.0,0.0,0
10.0.251.34,224.0.0.252,57979,5355,UDP,307.4752,0,1,0,70,70.0,0.0,0.0,0
10.0.251.34,224.0.0.252,50154,5355,UDP,307.4747,0,1,0,70,70.0,0.0,0.0,0
172.3.1.214,239.255.255.250,34178,1900,UDP,307.4596,0,1,0,407,407.0,0.0,0.0,0
172.3.1.214,239.255.255.250,47180,1900,UDP,307.377,0,1,0,419,419.0,0.0,0.0,0
10.0.251.220,224.0.0.251,5353,5353,UDP,307.3748,0,5,0,495,99.0,8.39,830.55,0
172.3.1.214,239.255.255.250,53065,1900,UDP,307.36,0,1,0,417,417.0,0.0,0.0,0
10.0.251.34,224.0.0.252,50610,5355,UDP,307.3524,0,1,0,70,70.0,0.0,0.0,0
10.0.251.34,224.0.0.252,65522,5355,UDP,307.3511,0,1,0,70,70.0,0.0,0.0,0
10.0.251.34,224.0.0.252,56543,5355,UDP,307.2864,0,1,0,70,70.0,0.0,0.0,0
10.0.251.34,224.0.0.252,50413,5355,UDP,307.2856,0,1,0,70,70.0,0.0,0.0,0
172.3.2.115,255.255.255.255,62516,1947,UDP,307.2676,0,1,0,82,82.0,0.0,0.0,0
172.3.2.115,172.3.255.255,62515,1947,UDP,307.2669,0,1,0,82,82.0,0.0,0.0,0
172.3.3.160,239.255.255.250,52679,1900,UDP,307.0767,0,3,0,633,211.0,0.75,158.83,0
10.0.251.220,239.255.255.250,58099,1900,UDP,306.9456,0,4,0,716,179.0,1.01,180.11,0
10.0.252.188,224.0.0.252,60692,5355,UDP,306.7573,0,2,0,136,68.0,3.81,258.87,0
10.0.252.188,224.0.0.252,54359,5355,UDP,306.7565,0,2,0,136,68.0,3.82,259.45,0
10.0.250.159,224.0.0.252,56495,5355,UDP,306.645,0,2,0,144,72.0,3.44,247.44,0
10.0.250.159,224.0.0.252,53457,5355,UDP,306.6438,0,2,0,144,72.0,3.44,247.7,0
10.0.252.188,224.0.0.252,56860,5355,UDP,306.246,0,2,0,136,68.0,4.04,274.55,0
10.0.252.188,224.0.0.252,52160,5355,UDP,306.2448,0,2,0,136,68.0,4.04,275.03,0
10.0.251.250,224.0.0.252,57573,5355,UDP,305.9479,0,1,0,64,64.0,0.0,0.0,0
172.3.1.214,239.255.255.250,40806,1900,UDP,305.8225,0,1,0,354,354.0,0.0,0.0,0
172.3.1.214,239.255.255.250,46365,1900,UDP,305.7541,0,1,0,410,410.0,0.0,0.0,0
172.3.1.214,239.255.255.250,38549,1900,UDP,305.7348,0,1,0,363,363.0,0.0,0.0,0
172.3.1.214,239.255.255.250,54164,1900,UDP,305.721,0,1,0,420,420.0,0.0,0.0,0
172.3.1.214,239.255.255.250,52360,1900,UDP,305.7128,0,1,0,418,418.0,0.0,0.0,0
172.3.1.214,239.255.255.250,48305,1900,UDP,305.6449,0,1,0,408,408.0,0.0,0.0,0
172.3.1.237,224.0.0.252,55624,5355,UDP,305.6201,0,2,0,150,75.0,19.94,1495.54,0
172.3.1.237,172.3.255.255,137,137,UDP,305.6198,0,5,0,550,110.0,28.6,3145.93,0
172.3.1.214,239.255.255.250,45905,1900,UDP,305.6188,0,1,0,410,410.0,0.0,0.0,0
10.0.251.34,224.0.0.252,51032,5355,UDP,305.5348,0,1,0,70,70.0,0.0,0.0,0
10.0.251.34,224.0.0.252,54275,5355,UDP,305.5338,0,1,0,70,70.0,0.0,0.0,0
10.0.251.34,224.0.0.252,53976,5355,UDP,305.5235,0,1,0,70,70.0,0.0,0.0,0
10.0.251.34,224.0.0.252,53533,5355,UDP,305.5224,0,1,0,70,70.0,0.0,0.0,0
10.0.252.188,224.0.0.252,59016,5355,UDP,305.5084,0,2,0,136,68.0,3.99,271.31,0
10.0.252.188,224.0.0.252,50057,5355,UDP,305.5076,0,2,0,136,68.0,4.0,271.96,0
172.3.1.214,239.255.255.250,50949,1900,UDP,305.4441,0,1,0,418,418.0,0.0,0.0,0
172.3.1.214,239.255.255.250,58786,1900,UDP,305.4304,0,1,0,408,408.0,0.0,0.0,0
172.3.1.214,239.255.255.250,60093,1900,UDP,305.4073,0,1,0,363,363.0,0.0,0.0,0
172.3.1.214,239.255.255.250,41173,1900,UDP,305.3383,0,1,0,420,420.0,0.0,0.0,0
172.3.1.214,239.255.255.250,60137,1900,UDP,305.3202,0,1,0,418,418.0,0.0,0.0,0
172.3.1.214,239.255.255.250,41169,1900,UDP,305.3058,0,1,0,409,409.0,0.0,0.0,0
172.3.1.214,239.255.255.250,39317,1900,UDP,305.2386,0,1,0,362,362.0,0.0,0.0,0
172.3.1.214,239.255.255.250,44996,1900,UDP,305.225,0,1,0,407,407.0,0.0,0.0,0
172.3.1.214,239.255.255.250,55953,1900,UDP,305.21,0,1,0,353,353.0,0.0,0.0,0
172.3.1.214,239.255.255.250,40479,1900,UDP,305.1986,0,1,0,409,409.0,0.0,0.0,0
172.3.1.214,239.255.255.250,45977,1900,UDP,305.1314,0,1,0,362,362.0,0.0,0.0,0
172.3.1.214,239.255.255.250,53083,1900,UDP,305.118,0,1,0,419,419.0,0.0,0.0,0
172.3.1.214,239.255.255.250,60392,1900,UDP,305.1006,0,1,0,417,417.0,0.0,0.0,0
172.3.1.214,239.255.255.250,42098,1900,UDP,305.0179,0,1,0,407,407.0,0.0,0.0,0
172.1.25.134,239.255.255.250,56326,1900,UDP,305.0062,0,4,0,844,211.0,1.01,212.49,0
172.3.1.214,239.255.255.250,56682,1900,UDP,305.0007,0,1,0,353,353.0,0.0,0.0,0
172.3.1.214,239.255.255.250,33061,1900,UDP,304.9975,0,1,0,419,419.0,0.0,0.0,0
172.3.1.214,239.255.255.250,53208,1900,UDP,304.9228,0,1,0,417,417.0,0.0,0.0,0
172.3.0.188,224.0.0.252,56769,5355,UDP,304.6235,0,1,0,66,66.0,0.0,0.0,0
10.0.125.30,239.255.255.250,34963,1900,UDP,304.609,0,1,0,180,180.0,0.0,0.0,0
10.0.252.188,224.0.0.252,56264,5355,UDP,304.4017,0,2,0,136,68.0,3.33,226.36,0
172.1.25.40,239.255.255.250,64162,1900,UDP,304.314,0,2,0,422,211.0,0.74,157.15,0
10.0.252.188,224.0.0.252,49903,5355,UDP,303.9092,0,2,0,136,68.0,2.42,164.24,0
10.0.252.188,224.0.0.252,59441,5355,UDP,303.9087,0,2,0,136,68.0,2.42,164.26,0
172.3.1.237,224.0.0.252,64989,5355,UDP,303.178,0,1,0,75,75.0,0.0,0.0,0
172.3.0.188,224.0.0.252,52442,5355,UDP,303.1729,0,1,0,66,66.0,0.0,0.0,0
172.1.25.192,239.255.255.250,54434,1900,UDP,303.1606,0,3,0,651,217.0,1.09,237.43,0
10.0.251.47,8.8.8.8,62622,53,UDP,303.1159,1,1,352,74,213.0,143.4,30544.2,0
172.3.1.214,239.255.255.250,37693,1900,UDP,303.0855,0,1,0,354,354.0,0.0,0.0,0
172.3.1.214,239.255.255.250,54810,1900,UDP,303.0715,0,1,0,410,410.0,0.0,0.0,0
172.3.1.214,239.255.255.250,49096,1900,UDP,303.0609,0,1,0,363,363.0,0.0,0.0,0
172.3.1.214,239.255.255.250,54792,1900,UDP,303.0495,0,1,0,408,408.0,0.0,0.0,0
172.3.1.214,239.255.255.250,38854,1900,UDP,302.9771,0,1,0,354,354.0,0.0,0.0,0
10.0.252.188,239.255.255.250,51609,1900,UDP,302.9553,0,3,0,651,217.0,1.06,229.46,0
172.3.1.214,239.255.255.250,34058,1900,UDP,302.9508,0,1,0,363,363.0,0.0,0.0,0
172.3.1.214,239.255.255.250,40673,1900,UDP,302.8864,0,1,0,418,418.0,0.0,0.0,0
10.0.252.188,224.0.0.252,58832,5355,UDP,302.8819,0,2,0,136,68.0,6.04,410.95,0
10.0.252.188,224.0.0.252,62254,5355,UDP,302.8812,0,2,0,136,68.0,6.04,410.8,0
172.3.1.73,224.0.0.252,49878,5355,UDP,302.8604,0,2,0,158,79.0,5.15,406.89,0
172.3.1.214,239.255.255.250,37157,1900,UDP,302.8451,0,1,0,420,420.0,0.0,0.0,0
172.3.1.214,239.255.255.250,50844,1900,UDP,302.7784,0,1,0,418,418.0,0.0,0.0,0
172.3.1.214,239.255.255.250,37111,1900,UDP,302.7482,0,1,0,353,353.0,0.0,0.0,0
172.3.0.188,255.255.255.255,27036,27036,UDP,302.6731,0,1,0,170,170.0,0.0,0.0,0
172.3.1.214,239.255.255.250,47872,1900,UDP,302.6675,0,1,0,362,362.0,0.0,0.0,0
172.3.0.188,224.0.0.252,49665,5355,UDP,302.6617,0,2,0,132,66.0,2.82,185.88,0
172.3.1.214,239.255.255.250,51333,1900,UDP,302.6494,0,1,0,419,419.0,0.0,0.0,0
172.3.1.214,239.255.255.250,50950,1900,UDP,302.5651,0,1,0,407,407.0,0.0,0.0,0
172.3.1.214,239.255.255.250,50371,1900,UDP,302.5461,0,1,0,353,353.0,0.0,0.0,0
172.3.1.214,239.255.255.250,39103,1900,UDP,302.4576,0,1,0,362,362.0,0.0,0.0,0
172.3.1.214,239.255.255.250,46342,1900,UDP,302.4422,0,1,0,419,419.0,0.0,0.0,0
172.3.1.214,239.255.255.250,56889,1900,UDP,302.375,0,1,0,417,417.0,0.0,0.0,0
172.3.1.214,239.255.255.250,41115,1900,UDP,302.3589,0,1,0,407,407.0,0.0,0.0,0
10.0.250.128,255.255.255.255,44407,62976,UDP,302.1273,0,1,0,264,264.0,0.0,0.0,0
172.3.0.188,172.3.255.255,137,137,UDP,301.6249,0,6,0,660,110.0,4.54,499.9,0
172.3.0.188,224.0.0.252,55144,5355,UDP,301.3358,0,2,0,132,66.0,3.12,205.71,0
172.3.1.73,224.0.0.252,59157,5355,UDP,301.3092,0,1,0,79,79.0,0.0,0.0,0
10.0.252.188,224.0.0.252,58431,5355,UDP,301.1097,0,2,0,136,68.0,2.91,198.17,0
10.0.252.188,224.0.0.252,53666,5355,UDP,301.1092,0,2,0,136,68.0,2.92,198.47,0
172.3.2.140,224.0.0.251,5353,5353,UDP,300.7968,0,2,0,299,149.5,9.74,1455.64,0
10.0.250.159,224.0.0.252,63990,5355,UDP,300.709,0,1,0,72,72.0,0.0,0.0,0
10.0.250.159,224.0.0.252,63451,5355,UDP,300.7082,0,1,0,72,72.0,0.0,0.0,0
172.3.1.214,239.255.255.250,38296,1900,UDP,300.6956,0,1,0,354,354.0,0.0,0.0,0
172.3.1.214,239.255.255.250,35444,1900,UDP,300.6308,0,1,0,410,410.0,0.0,0.0,0
172.3.1.214,239.255.255.250,56740,1900,UDP,300.5946,0,1,0,420,420.0,0.0,0.0,0
172.3.1.214,239.255.255.250,57630,1900,UDP,300.528,0,1,0,418,418.0,0.0,0.0,0
172.3.1.214,239.255.255.250,44394,1900,UDP,300.5104,0,1,0,408,408.0,0.0,0.0,0
172.3.1.214,239.255.255.250,53282,1900,UDP,300.494,0,1,0,354,354.0,0.0,0.0,0
10.0.124.9,239.255.255.250,53212,1900,UDP,300.4893,0,3,0,1103,367.67,51.07,18777.02,0
10.0.124.9,239.255.255.250,54800,1900,UDP,300.4276,0,1,0,422,422.0,0.0,0.0,0
172.3.1.214,239.255.255.250,33643,1900,UDP,300.4207,0,1,0,410,410.0,0.0,0.0,0
172.3.1.214,239.255.255.250,56998,1900,UDP,300.4046,0,1,0,363,363.0,0.0,0.0,0
172.3.1.214,239.255.255.250,39199,1900,UDP,300.3859,0,1,0,420,420.0,0.0,0.0,0
172.3.1.214,239.255.255.250,36182,1900,UDP,300.3081,0,1,0,418,418.0,0.0,0.0,0
172.3.1.214,239.255.255.250,55504,1900,UDP,300.2902,0,1,0,408,408.0,0.0,0.0,0
172.3.1.214,239.255.255.250,44017,1900,UDP,300.1952,0,1,0,410,410.0,0.0,0.0,0
172.3.1.214,239.255.255.250,45813,1900,UDP,300.1237,0,1,0,363,363.0,0.0,0.0,0
172.3.1.214,239.255.255.250,47613,1900,UDP,300.1067,0,1,0,420,420.0,0.0,0.0,0
172.3.1.214,239.255.255.250,44843,1900,UDP,300.0913,0,1,0,418,418.0,0.0,0.0,0
172.3.1.214,239.255.255.250,33583,1900,UDP,300.0214,0,1,0,408,408.0,0.0,0.0,0
10.0.251.47,57.144.168.34,4299,443,TCP,277.8496,105,82,31944,46116,417.43,0.72,298.94,0
10.0.251.47,142.251.153.119,57792,443,TCP,257.3577,20,18,4540,3763,218.5,0.16,34.56,0
10.0.251.47,142.251.221.110,56344,443,TCP,256.848,48,37,17600,5898,276.45,0.35,97.27,0
10.0.251.47,142.250.183.163,58758,443,TCP,253.8421,347,232,934725,27720,1662.25,2.47,4110.37,0
10.0.251.47,216.239.36.223,16060,443,TCP,253.0209,22,19,4356,4016,204.2,0.17,34.84,0
10.0.251.47,150.171.28.11,26172,443,TCP,138.1118,19,18,10943,4438,415.7,0.3,125.09,0
10.0.251.47,150.171.28.11,21380,443,TCP,138.1109,16,16,7556,3463,344.34,0.26,88.24,0
10.0.251.47,23.44.10.64,1737,443,TCP,137.616,27,28,12966,10692,430.15,0.46,195.86,0
10.0.251.47,150.171.110.84,14049,443,TCP,107.3235,19,14,7524,3634,338.12,0.37,123.8,0
10.0.251.47,142.251.154.119,43843,443,TCP,27.7933,9,8,5848,2254,476.59,1.22,580.2,0
10.0.251.47,8.8.8.8,8960,53,TCP,19.3607,5,6,448,378,75.09,123.48,9272.04,0
10.0.251.47,8.8.8.8,55241,53,TCP,19.3605,5,6,382,378,69.09,123.66,8544.13,0
10.0.251.47,57.144.168.141,22156,443,TCP,19.2863,15,13,3940,4068,286.0,54.22,15507.78,0
10.0.251.47,193.84.4.4,45805,53,TCP,16.8703,5,6,428,366,72.18,70.54,5091.77,0
10.0.251.47,193.84.4.4,33938,53,TCP,16.8702,5,6,382,366,68.0,70.56,4798.41,0
10.0.251.47,8.8.4.4,61740,443,TCP,16.7274,3,4,186,1980,309.43,445.29,137786.26,0
10.0.251.47,8.8.4.4,39559,443,TCP,16.7112,3,4,186,2012,314.0,429.98,135012.29,0
10.0.251.47,193.84.4.4,14993,53,TCP,16.694,4,6,246,376,62.2,36.78,2287.89,0
10.0.251.47,193.84.4.4,33640,53,TCP,16.6938,5,6,452,376,75.27,58.44,4398.62,0
10.0.251.47,8.8.8.8,26247,53,TCP,14.5418,5,6,466,373,76.27,51.22,3906.41,0
10.0.251.47,8.8.8.8,54830,53,TCP,14.5417,5,6,394,373,69.73,37.28,2599.57,0
10.0.251.47,8.8.8.8,13645,53,TCP,13.731,5,6,468,379,77.0,21.96,1690.59,0
10.0.251.47,8.8.8.8,3545,53,TCP,13.7308,5,6,397,379,70.55,21.97,1549.78,0
172.3.1.214,239.255.255.250,54627,1900,UDP,545.2353,0,2,0,773,386.5,0.01,3.17,0
172.3.1.214,239.255.255.250,39944,1900,UDP,537.9555,0,2,0,762,381.0,0.01,3.33,0
172.3.1.214,239.255.255.250,49003,1900,UDP,529.669,0,2,0,828,414.0,0.01,3.66,0
172.3.1.214,239.255.255.250,55468,1900,UDP,449.7976,0,2,0,828,414.0,0.01,5.8,0
