src_ip,dst_ip,src_port,dst_port,protocol,duration,packets_in,packets_out,bytes_in,bytes_out,avg_packet_size,packet_rate,byte_rate,label
172.1.34.73,142.250.182.67,33983,443,TCP,262.3506,31,29,8949,5017,232.77,0.25,57.51,0
172.1.34.73,142.251.43.67,9103,443,TCP,122.5074,21,18,4361,4035,215.28,0.35,74.77,0
172.1.34.73,142.251.223.14,51817,443,TCP,111.0985,21,18,4343,4364,223.26,0.41,92.54,0
172.1.34.73,142.251.221.202,9313,443,TCP,36.3599,18,15,3992,3932,240.12,2.04,489.61,0
172.1.10.56,172.1.34.73,56620,7680,TCP,19.9749,762,354,1099251,20569,1003.42,196.96,197637.85,0
172.1.34.73,8.8.8.8,60941,53,TCP,19.6154,6,6,437,387,68.67,172.85,11869.27,0
172.1.34.73,8.8.8.8,42044,53,TCP,19.6153,5,6,349,387,66.91,221.9,14847.09,0
172.1.34.73,8.8.8.8,47279,53,TCP,19.218,5,6,416,379,72.27,82.69,5976.01,0
172.1.34.73,8.8.8.8,24773,53,TCP,19.2179,5,6,413,379,72.0,82.81,5962.15,0
172.1.34.73,8.8.8.8,38641,53,TCP,16.1302,5,6,410,414,74.91,70.04,5246.57,0
172.1.34.73,8.8.8.8,63632,53,TCP,16.1301,5,6,376,414,71.82,56.13,4030.94,0
172.1.34.73,8.8.8.8,57688,443,TCP,14.1601,3,4,174,2012,312.29,326.81,102058.92,0
172.1.34.73,8.8.8.8,39224,443,TCP,14.1378,4,5,240,3526,418.44,216.63,90646.51,0
172.1.34.73,142.251.222.138,59270,443,UDP,313.8338,0,6,0,7752,1292.0,1.5,1938.06,0
172.1.34.73,142.251.221.195,53258,443,UDP,311.4403,0,6,0,7752,1292.0,1.5,1935.11,0
172.1.34.73,142.251.43.138,58937,443,UDP,311.3706,0,6,0,7752,1292.0,1.5,1936.67,0
172.1.34.73,142.250.67.35,55612,443,UDP,311.1469,0,6,0,7752,1292.0,1.5,1938.13,0
172.1.34.73,172.217.24.129,62402,443,UDP,311.1341,0,6,0,7752,1292.0,1.5,1937.16,0
172.1.34.73,142.250.67.35,64196,443,UDP,310.8391,0,6,0,7752,1292.0,1.5,1937.69,0
172.1.34.73,216.239.34.223,51642,443,UDP,310.7241,0,6,0,7752,1292.0,1.5,1935.55,0
172.1.34.73,142.251.43.46,50082,443,UDP,310.3432,0,8,0,10336,1292.0,2.0,2578.23,0
172.1.34.73,172.217.24.142,50371,443,UDP,309.4101,0,6,0,7752,1292.0,1.5,1935.86,0
172.1.34.73,142.251.223.234,50128,443,UDP,309.0324,0,6,0,7752,1292.0,1.49,1930.97,0
172.1.34.73,142.251.221.110,53151,443,UDP,307.3079,0,6,0,7752,1292.0,1.5,1935.34,0
172.1.34.123,224.0.0.251,5353,5353,UDP,456.9689,0,11,0,1520,138.18,0.07,10.18,0
172.1.34.73,192.178.211.84,59953,443,UDP,304.786,12,9,5628,4053,461.0,67.76,31237.09,0
172.1.34.73,142.251.223.14,43190,443,TCP,259.4616,23,20,4511,5009,221.4,0.18,39.63,0
172.1.34.73,172.1.25.102,9314,7680,TCP,53.2114,0,5,0,330,66.0,0.33,21.93,0
172.1.34.73,172.1.25.53,9316,7680,TCP,52.7917,0,5,0,330,66.0,0.33,21.93,0
172.1.34.73,172.1.25.39,9317,7680,TCP,50.4801,0,5,0,330,66.0,0.33,21.96,0
172.1.34.73,40.79.167.9,39225,443,TCP,20.3678,10,11,9607,3938,645.0,10.33,6665.16,0
172.1.34.73,48.211.4.16,39227,443,TCP,19.9501,13,13,5035,2789,300.92,23.89,7190.07,0
172.1.34.73,8.8.8.8,22096,53,TCP,19.0882,6,6,425,375,66.67,131.1,8739.73,0
172.1.34.73,8.8.8.8,34915,53,TCP,19.088,5,6,337,375,64.73,127.16,8230.55,0
172.1.34.73,8.8.8.8,24917,53,TCP,14.2476,5,6,409,376,71.36,150.25,10722.58,0
172.1.34.73,8.8.8.8,35114,53,TCP,14.2474,6,6,422,376,66.5,164.09,10911.78,0
172.1.10.56,172.1.34.73,56701,7680,TCP,13.9568,5,6,366,420,71.45,212.82,15207.21,0
172.1.34.73,172.2.7.112,38924,7680,TCP,12.7893,6,6,420,420,70.0,206.03,14422.09,0
172.1.34.67,239.255.255.250,51833,1900,UDP,312.4207,0,3,0,636,212.0,0.98,207.04,0
172.1.34.73,142.250.182.67,55352,443,UDP,308.8467,0,6,0,7752,1292.0,1.5,1934.24,0
172.1.34.73,142.250.67.46,52725,443,UDP,307.5801,0,6,0,7752,1292.0,1.5,1937.91,0
172.1.34.73,142.250.77.142,56019,443,UDP,307.5317,0,6,0,7752,1292.0,1.5,1938.14,0
172.1.34.93,255.255.255.255,56053,62976,UDP,307.199,0,1,0,264,264.0,0.0,0.0,0
172.1.34.73,142.250.183.161,54059,443,UDP,306.7891,0,8,0,10336,1292.0,2.0,2582.48,0
172.1.34.73,142.251.220.110,59608,443,UDP,304.5284,0,5,0,6460,1292.0,1.25,1608.84,0
172.1.34.73,142.250.206.14,61893,443,UDP,304.4581,0,7,0,9044,1292.0,1.75,2256.46,0
172.1.34.73,142.251.43.78,61807,443,UDP,304.4352,0,5,0,6460,1292.0,1.25,1614.63,0
172.1.34.73,142.251.223.14,61992,443,UDP,304.0491,0,6,0,7752,1292.0,1.5,1935.24,0
172.1.34.73,192.178.211.84,49664,443,UDP,303.0825,20,19,9393,9692,489.36,25.66,12559.16,0
172.1.34.73,8.8.8.8,41712,53,TCP,17.0414,6,6,442,366,67.33,146.34,9853.3,0
172.1.34.73,8.8.8.8,56737,53,TCP,17.0412,5,6,344,366,64.55,112.6,7267.89,0
172.1.34.73,8.8.4.4,14061,443,TCP,16.9595,3,4,174,2012,312.29,366.55,114468.24,0
172.1.34.73,8.8.4.4,1473,443,TCP,16.94,4,5,240,3494,414.89,52.34,21716.37,0
172.1.34.73,8.8.8.8,56205,53,TCP,13.3085,6,6,442,366,67.33,149.48,10065.02,0
172.1.34.73,8.8.8.8,25774,53,TCP,13.3083,5,6,344,366,64.55,137.24,8858.39,0
172.1.34.73,8.8.8.8,8970,443,TCP,13.2756,3,4,174,2012,312.29,148.13,46259.66,0
172.1.34.73,8.8.8.8,43612,443,TCP,13.2275,3,4,174,2044,316.86,119.04,37717.88,0
172.1.34.73,8.8.8.8,43613,443,TCP,12.3706,3,4,174,1980,307.71,384.59,118345.15,0
172.1.34.73,8.8.8.8,43614,443,TCP,12.3519,3,4,174,1980,307.71,190.85,58727.3,0
172.1.34.73,142.251.222.142,36097,443,TCP,630.7269,554,558,85375,462690,492.86,1.82,895.81,0
172.1.34.73,64.233.170.119,52508,443,UDP,313.5759,0,6,0,7752,1292.0,1.49,1930.58,0
172.1.34.73,142.250.77.102,56139,443,UDP,313.3515,0,6,0,7752,1292.0,1.5,1937.26,0
172.1.34.73,142.251.221.130,57786,443,UDP,313.3496,0,7,0,9044,1292.0,1.75,2260.94,0
172.1.34.73,142.251.150.119,52008,443,UDP,312.7722,0,7,0,9044,1292.0,1.75,2257.55,0
172.1.34.73,142.251.221.194,55294,443,UDP,312.585,0,6,0,7752,1292.0,1.5,1938.07,0
172.1.34.73,142.250.77.97,62700,443,UDP,312.3754,0,6,0,7752,1292.0,1.5,1937.88,0
172.1.34.73,216.239.34.223,54577,443,UDP,312.127,0,7,0,9044,1292.0,1.74,2254.3,0
172.1.34.73,142.251.43.142,50759,443,UDP,311.7064,0,6,0,7752,1292.0,1.5,1937.15,0
172.1.34.28,255.255.255.255,22984,62976,UDP,307.8891,0,1,0,264,264.0,0.0,0.0,0
142.250.205.69,172.1.34.73,443,19904,TCP,303.8277,0,4,0,4016,1004.0,15.37,15430.25,0
172.1.34.73,142.250.77.142,44055,443,TCP,223.764,32,31,5507,17335,362.57,0.3,107.92,0
172.1.34.73,142.251.43.42,11109,443,TCP,103.598,18,17,5255,8328,388.09,0.39,151.45,0
172.1.34.73,8.8.8.8,46013,443,TCP,18.6132,3,4,174,1980,307.71,173.48,53382.9,0
172.1.34.73,8.8.8.8,55501,443,TCP,18.5721,3,4,174,1948,303.14,427.19,129500.79,0
172.1.34.73,8.8.8.8,54481,53,TCP,17.8489,5,6,379,371,68.18,189.86,12945.1,0
172.1.34.73,8.8.8.8,43582,53,TCP,17.8488,5,6,333,371,64.0,143.42,9178.62,0
172.1.34.73,13.204.106.34,61810,443,TCP,628.7469,53,57,16186,28940,410.24,0.18,73.04,0
172.1.34.73,3.111.241.224,42666,443,TCP,390.8021,34,33,11418,15541,402.37,0.18,70.97,0
172.1.34.73,3.111.241.224,40618,443,TCP,390.8019,33,33,11702,15713,415.38,0.17,72.17,0
172.1.34.73,3.111.241.224,4763,443,TCP,390.8018,29,29,11113,10977,380.86,0.15,58.15,0
172.1.34.73,3.111.241.224,62462,443,TCP,390.8017,43,48,14219,26979,452.73,0.24,108.45,0
172.1.34.73,3.111.241.224,5731,443,TCP,390.8015,31,33,11692,14882,415.22,0.17,69.96,0
172.1.34.73,8.8.8.8,52269,53,TCP,338.3379,6,1,396,66,66.0,0.23,14.91,0
172.1.34.42,239.255.255.250,51756,1900,UDP,309.4355,0,4,0,848,212.0,1.35,285.53,0
172.1.34.73,192.178.211.84,58275,443,UDP,308.9814,17,13,6536,7275,460.37,116.38,53576.28,0
172.1.34.36,255.255.255.255,23692,62976,UDP,307.2856,0,1,0,264,264.0,0.0,0.0,0
172.1.34.25,255.255.255.255,57624,3289,UDP,303.3972,0,1,0,56,56.0,0.0,0.0,0
172.1.34.25,255.255.255.255,57626,161,UDP,303.3942,0,1,0,99,99.0,0.0,0.0,0
172.1.34.79,255.255.255.255,68,67,UDP,302.9851,0,1,0,342,342.0,0.0,0.0,0
172.1.34.73,172.16.0.1,8098,8090,TCP,109.0125,6,7,606,769,105.77,0.14,15.1,0
172.1.34.73,8.8.8.8,45698,53,TCP,17.9378,6,6,391,366,63.08,198.61,12529.17,0
172.1.34.73,8.8.8.8,64951,53,TCP,17.9377,5,6,328,366,63.09,180.55,11391.24,0
172.1.34.73,8.8.8.8,45796,53,TCP,10.9761,5,6,402,382,71.27,90.71,6465.02,0
172.1.34.73,8.8.8.8,1962,53,TCP,10.976,5,6,608,382,90.0,93.35,8401.86,0
172.1.34.73,239.255.255.250,56648,1900,UDP,306.4718,0,4,0,848,212.0,1.32,279.86,0
172.1.34.73,172.1.10.27,38922,7680,TCP,53.6124,0,5,0,330,66.0,0.33,21.97,0
172.1.34.73,172.1.18.44,38923,7680,TCP,53.6119,0,5,0,330,66.0,0.33,21.97,0
172.1.34.73,172.1.10.59,38925,7680,TCP,50.8815,0,5,0,330,66.0,0.33,21.97,0
172.1.34.73,8.8.8.8,14577,53,TCP,19.008,6,6,470,379,70.75,119.59,8460.89,0
172.1.34.73,8.8.8.8,59937,53,TCP,19.0079,5,6,413,379,72.0,112.15,8074.46,0
172.1.34.73,8.8.8.8,18223,53,TCP,14.9546,5,6,388,366,68.55,46.42,3181.88,0
172.1.34.73,8.8.8.8,20492,53,TCP,14.9544,6,6,398,366,63.67,50.7,3228.1,0
172.1.34.73,8.8.4.4,53107,443,TCP,14.8015,3,4,174,2044,316.86,75.06,23782.97,0
172.1.34.73,8.8.4.4,8983,443,TCP,14.7075,3,4,174,1948,303.14,155.75,47215.36,0
172.1.34.73,10.0.250.249,8984,7680,TCP,13.5867,3,5,174,357,66.38,43.14,2863.61,0
172.1.34.73,172.2.7.102,8986,7680,TCP,13.1778,3,5,174,357,66.38,268.97,17852.94,0
172.1.34.73,142.251.12.188,52709,443,TCP,314.5282,20,16,8061,2923,305.11,0.12,36.52,0
172.1.34.73,142.251.223.14,51353,443,UDP,311.1622,0,6,0,7752,1292.0,1.5,1933.07,0
172.1.34.73,142.250.205.74,26619,443,TCP,122.0978,19,16,4070,4028,231.37,0.32,73.63,0
172.1.34.73,8.8.8.8,20998,53,TCP,13.7313,6,7,429,438,66.69,32.62,2175.57,0
172.1.34.73,8.8.8.8,53330,53,TCP,13.5329,2,4,120,228,58.0,30.01,1740.33,0
172.1.34.73,74.125.200.188,48895,5228,TCP,13.3909,5,5,270,330,60.0,4.48,268.51,0
172.1.34.73,8.8.8.8,50517,53,TCP,12.6037,5,6,341,370,64.64,103.09,6663.29,0
172.1.34.73,8.8.8.8,21620,53,TCP,12.6035,6,6,510,370,73.33,112.63,8259.65,0
172.1.34.73,8.8.8.8,37872,53,TCP,12.3063,6,6,661,371,86.0,66.91,5754.08,0
172.1.34.73,8.8.8.8,14306,443,TCP,10.6449,4,4,228,1980,276.0,174.41,48137.09,0
172.1.34.73,8.8.4.4,6535,443,TCP,10.6447,3,4,174,1980,307.71,153.23,47149.99,0
172.1.34.73,8.8.4.4,15869,443,TCP,10.6446,3,4,174,2044,316.86,153.67,48691.61,0
172.1.34.73,8.8.8.8,25879,443,TCP,10.5983,4,4,228,2012,280.0,341.57,95640.66,0
172.1.34.73,8.8.4.4,52313,443,TCP,10.598,4,5,228,3494,413.56,372.19,153922.5,0
172.1.34.73,8.8.4.4,48584,443,TCP,10.5978,4,4,228,1948,272.0,348.71,94847.88,0
104.18.12.102,172.1.34.73,443,28891,TCP,1086.631,43,77,7477,15797,193.95,0.11,21.78,0
150.171.22.12,172.1.34.73,443,59251,TCP,1085.5113,555,765,209443,212499,319.65,1.24,395.29,0
172.1.34.73,216.239.36.223,44457,443,TCP,1054.1413,75,70,13439,12921,181.79,0.14,25.44,0
172.1.34.73,98.70.96.184,4166,443,TCP,673.6471,59,35,10878,8565,206.84,0.14,29.66,0
172.1.34.73,172.217.24.14,39004,443,TCP,670.1987,1101,793,1411524,250448,877.49,2.9,2548.6,0
172.1.34.73,142.250.193.163,34303,443,TCP,669.2884,133,133,15658,15312,116.43,0.41,47.56,0
172.1.34.73,104.18.12.102,30891,443,TCP,652.3611,575,266,1014072,89423,1312.12,1.33,1739.78,0
172.1.34.73,142.250.205.138,32451,443,TCP,630.13,140,105,18164,31521,202.8,0.4,81.18,0
172.1.34.73,142.250.193.163,65403,443,TCP,627.2697,300,192,401991,16584,850.76,0.81,687.11,0
172.1.34.73,142.251.221.202,53578,443,TCP,621.8589,107,106,18533,24152,200.4,0.35,70.7,0
172.1.34.73,142.250.205.69,38619,443,TCP,607.3221,113,109,26027,65493,412.25,0.38,155.32,0
172.1.34.73,142.251.221.202,54803,443,TCP,607.0654,117,99,18771,26737,210.69,0.37,77.27,0
172.1.34.73,142.250.77.142,57232,443,TCP,606.2752,165,185,26160,123946,428.87,0.6,255.2,0
172.1.34.73,142.250.183.170,24050,443,TCP,599.9794,107,80,11507,18753,161.82,0.32,52.0,0
172.1.34.73,142.250.193.163,6467,443,TCP,588.3306,53,44,7130,6673,142.3,0.17,24.21,0
172.1.34.73,142.251.221.170,54038,443,TCP,588.0986,131,97,19509,24045,191.03,0.4,76.41,0
172.1.34.73,74.125.130.188,45690,443,TCP,315.4704,19,16,8500,2935,326.71,0.12,38.45,0
172.1.34.73,142.250.182.67,20961,443,TCP,237.1547,41,39,5922,7097,162.74,0.37,59.43,0
172.1.34.73,142.251.12.188,24454,443,TCP,206.9373,16,14,7823,2781,353.47,0.16,56.15,0
172.1.34.73,142.250.193.170,56821,443,TCP,142.0353,17,16,3888,3995,238.88,0.27,63.6,0
172.1.34.73,142.250.193.170,4937,443,TCP,101.7045,16,15,3824,4025,253.19,0.37,93.87,0
172.1.34.73,142.251.221.106,30024,443,TCP,98.1599,16,15,3903,4035,256.06,0.39,99.14,0
172.1.34.73,142.250.182.67,38921,443,TCP,75.9568,18,17,4126,4102,235.09,0.6,142.18,0
172.1.34.73,142.250.77.142,6946,443,TCP,59.2929,18,20,4073,12782,443.55,0.92,409.05,0
172.1.34.73,142.251.223.14,37446,443,TCP,49.2502,17,16,4043,5873,300.48,1.06,318.2,0
172.1.34.73,142.251.222.206,41037,443,TCP,42.2297,18,14,4166,3655,244.41,1.33,323.96,0
172.1.34.73,142.251.151.119,52788,443,TCP,22.5663,25,23,5205,15968,441.1,10.72,4728.33,0
172.1.34.73,142.250.205.46,1471,443,TCP,22.2044,38,38,5496,24215,390.93,18.46,7218.17,0
172.1.34.73,23.209.224.40,26260,443,TCP,20.5727,19,15,9462,5248,432.65,13.68,5920.08,0
172.1.34.73,49.44.116.54,54553,443,TCP,19.5328,28,22,22394,3742,522.72,34.6,18088.19,0
172.1.34.73,49.44.116.163,44668,443,TCP,19.4846,27,20,22347,5939,601.83,33.65,20254.3,0
172.1.34.73,49.44.116.48,13069,443,TCP,19.1475,29,19,63183,4010,1399.85,104.57,146383.6,0
172.1.34.73,49.44.116.48,26496,443,TCP,18.6913,106,60,208211,7070,1296.87,269.13,349030.56,0
172.1.34.73,8.8.8.8,39755,53,TCP,18.6234,6,6,442,366,67.33,102.96,6932.47,0
172.1.34.73,8.8.8.8,35274,53,TCP,18.6233,5,6,344,366,64.55,57.85,3734.09,0
172.1.34.73,8.8.4.4,12871,443,TCP,18.4928,4,4,228,1948,272.0,134.2,36503.33,0
172.1.34.73,8.8.4.4,35067,443,TCP,18.4327,3,4,174,1948,303.14,84.01,25466.55,0
172.1.34.73,8.8.8.8,60144,53,TCP,17.1124,6,6,417,372,65.75,32.36,2127.48,0
172.1.34.73,150.171.22.12,60145,443,TCP,17.1121,12,12,8909,4830,572.46,31.05,17773.56,0
172.1.34.73,8.8.8.8,14724,53,TCP,17.1118,5,6,375,372,67.91,23.83,1618.02,0
172.1.34.73,150.171.22.12,14725,443,TCP,17.1006,13,11,8963,4325,553.67,31.51,17447.57,0
172.1.34.73,8.8.8.8,3025,53,TCP,17.0996,5,6,383,387,70.0,30.73,2150.87,0
172.1.34.73,8.8.8.8,7624,53,TCP,17.0994,6,6,403,387,65.83,26.68,1756.76,0
172.1.34.73,8.8.8.8,46886,53,TCP,17.099,4,6,341,387,72.8,26.28,1912.88,0
172.1.34.73,8.8.8.8,7337,53,TCP,17.0989,5,5,349,333,68.2,27.99,1908.67,0
172.1.34.73,8.8.8.8,22878,53,TCP,17.0793,5,6,410,414,74.91,25.6,1917.66,0
172.1.34.73,8.8.8.8,5927,53,TCP,17.079,5,6,376,414,71.82,25.65,1841.87,0
172.1.34.73,8.8.8.8,57782,53,TCP,17.0778,5,6,367,371,67.09,25.68,1723.19,0
172.1.34.73,8.8.8.8,31749,53,TCP,17.0776,6,6,387,371,63.17,35.72,2256.05,0
172.1.34.73,8.8.8.8,12970,53,TCP,17.0766,5,6,440,413,77.55,25.76,1997.47,0
172.1.34.73,8.8.8.8,22941,53,TCP,17.0764,5,6,375,413,71.64,25.81,1848.6,0
172.1.34.73,8.8.8.8,46615,53,TCP,17.0637,5,6,383,387,70.0,26.59,1861.38,0
172.1.34.73,8.8.8.8,41012,53,TCP,17.0635,5,6,349,387,66.91,26.61,1780.75,0
172.1.34.73,74.125.68.188,14261,5228,TCP,16.9424,5,5,270,330,60.0,4.24,254.22,0
172.1.34.73,8.8.8.8,57285,53,TCP,16.8689,6,6,488,414,75.17,47.84,3596.26,0
172.1.34.73,74.125.200.188,61989,5228,TCP,16.718,5,5,270,330,60.0,4.68,280.92,0
172.1.34.73,150.171.22.12,9348,443,TCP,16.3519,12,13,8614,4868,539.28,58.8,31709.74,0
172.1.34.73,150.171.22.12,61301,443,TCP,16.276,9,10,3094,4694,409.89,46.22,18947.34,0
172.1.34.73,23.64.59.10,53250,80,TCP,16.0625,5,5,529,393,92.2,152.53,14063.45,0
172.1.34.73,150.171.22.12,53251,443,TCP,15.9714,10,10,6036,4385,521.05,42.09,21929.53,0
172.1.34.73,150.171.22.12,53252,443,TCP,15.8863,9,10,5982,4493,551.32,46.06,25395.11,0
172.1.34.73,8.8.8.8,50836,53,UDP,1018.2243,7,7,1762,560,165.86,0.02,3.24,0
172.1.34.106,239.255.255.250,58512,1900,UDP,309.6601,0,2,0,358,179.0,0.65,116.58,0
172.1.34.93,255.255.255.255,48813,62976,UDP,308.8235,0,1,0,264,264.0,0.0,0.0,0
172.1.34.73,142.250.182.67,64139,443,UDP,304.2137,0,5,0,6460,1292.0,1.25,1610.41,0
172.1.34.73,172.1.29.27,8987,7680,TCP,42.2466,0,4,0,264,66.0,0.57,37.65,0
172.1.34.73,8.8.8.8,52814,53,TCP,32.3882,13,6,1302,371,88.05,0.96,84.88,0
172.1.34.73,8.8.8.8,30788,53,TCP,18.1659,5,6,408,412,74.55,153.5,11442.77,0
172.1.34.73,8.8.8.8,35230,53,TCP,18.1657,5,6,374,412,71.45,131.51,9396.63,0
172.1.34.73,8.8.8.8,51826,53,TCP,17.4818,5,6,410,414,74.91,88.06,6596.17,0
172.1.34.73,8.8.8.8,25879,53,TCP,17.4817,5,6,376,414,71.82,121.59,8732.66,0
172.1.34.73,8.8.8.8,44900,53,TCP,17.2034,5,6,388,366,68.55,181.7,12454.78,0
172.1.34.73,8.8.8.8,42751,53,TCP,17.2032,5,6,344,366,64.55,182.58,11785.01,0
172.1.34.73,8.8.4.4,24005,443,TCP,17.1684,6,6,384,4976,446.67,410.78,183479.96,0
172.1.34.73,8.8.4.4,16287,443,TCP,17.1387,3,4,174,1948,303.14,632.74,191810.54,0
172.1.34.73,8.8.8.8,63401,53,TCP,17.0419,5,6,388,366,68.55,107.18,7346.64,0
172.1.34.73,8.8.8.8,37726,53,TCP,17.0418,5,6,344,366,64.55,105.0,6777.46,0
172.1.34.73,8.8.4.4,40765,443,TCP,16.9607,3,4,174,2012,312.29,324.06,101199.02,0
172.1.34.73,8.8.4.4,59609,443,TCP,16.9388,3,4,174,1980,307.71,728.71,224234.85,0
172.1.34.28,255.255.255.255,56873,62976,UDP,309.4391,0,1,0,264,264.0,0.0,0.0,0
172.1.34.78,224.0.0.252,60089,5355,UDP,309.1554,0,2,0,136,68.0,4.87,330.84,0
172.1.34.78,224.0.0.252,60840,5355,UDP,308.3083,0,2,0,136,68.0,5.2,353.94,0
172.1.34.73,8.8.8.8,50669,53,UDP,305.1098,1,1,158,76,117.0,104.69,12248.74,0
172.1.34.73,8.8.8.8,56277,53,UDP,305.1096,1,1,129,76,102.5,85.76,8790.36,0
172.1.34.73,8.8.8.8,63926,53,UDP,305.1093,1,1,146,89,117.5,101.19,11889.7,0
172.1.34.73,8.8.8.8,56680,53,UDP,305.1092,1,1,129,76,102.5,108.07,11077.49,0
172.1.34.73,172.3.1.67,8985,7680,TCP,55.1064,0,5,0,330,66.0,0.33,21.96,0
172.1.34.73,142.251.151.119,13597,443,TCP,37.2747,7,8,1882,2757,309.27,0.58,180.17,0
172.1.34.73,10.0.0.2,63343,53,TCP,37.0434,0,1,0,66,66.0,0.0,0.0,0
172.1.34.73,10.0.0.2,12328,53,TCP,37.0432,0,1,0,66,66.0,0.0,0.0,0
172.1.34.73,10.0.0.2,49819,53,TCP,37.043,0,1,0,66,66.0,0.0,0.0,0
172.1.34.73,10.0.0.2,64445,53,TCP,37.0429,0,1,0,66,66.0,0.0,0.0,0
172.1.34.73,10.0.0.2,61917,53,TCP,37.0427,0,1,0,66,66.0,0.0,0.0,0
172.1.34.73,142.251.220.106,7085,443,TCP,27.9542,18,17,5199,6406,331.57,2.06,684.58,0
172.1.34.73,8.8.8.8,59273,53,TCP,17.5355,5,6,367,371,67.09,167.77,11256.18,0
172.1.34.73,8.8.8.8,22815,53,TCP,17.5353,5,6,333,371,64.0,174.53,11169.99,0
172.1.34.73,8.8.8.8,13801,53,TCP,11.5292,5,6,374,371,67.73,186.4,12624.55,0
172.1.34.73,8.8.8.8,36229,53,TCP,11.5291,5,6,333,371,64.0,232.6,14886.24,0
172.1.34.75,224.0.0.252,64943,5355,UDP,309.9759,0,2,0,132,66.0,4.94,326.02,0
172.1.34.75,224.0.0.252,55460,5355,UDP,309.1646,0,2,0,132,66.0,3.79,249.84,0
172.1.34.73,172.1.42.86,22942,7680,TCP,47.4021,0,5,0,330,66.0,0.33,21.95,0
172.1.34.73,172.1.10.106,22943,7680,TCP,47.4003,0,5,0,330,66.0,0.33,21.96,0
172.1.34.73,172.1.18.39,31018,7680,TCP,47.3988,0,5,0,330,66.0,0.33,21.96,0
172.1.34.73,172.3.0.114,31019,7680,TCP,47.3979,0,5,0,330,66.0,0.33,21.96,0
172.1.34.73,142.251.43.74,14969,443,TCP,47.0352,18,16,4058,3953,235.62,1.12,263.1,0
172.1.34.73,8.8.8.8,28650,53,TCP,17.6909,5,6,374,371,67.73,164.92,11169.42,0
172.1.34.73,8.8.8.8,50894,53,TCP,17.6908,5,6,333,371,64.0,233.76,14960.9,0
172.1.34.73,8.8.8.8,36639,53,TCP,17.5266,5,6,409,376,71.36,238.49,17019.71,0
172.1.34.73,8.8.8.8,42728,53,TCP,17.5264,5,6,368,376,67.64,195.52,13224.32,0
172.1.34.73,23.64.59.75,27985,80,TCP,16.4107,5,5,529,393,92.2,241.61,22276.45,0
172.1.34.73,8.8.8.8,20283,53,TCP,15.6812,5,6,378,382,69.09,219.13,15139.74,0
172.1.34.73,8.8.8.8,48713,53,TCP,15.681,5,6,344,382,66.0,208.18,13739.59,0
172.1.34.73,8.8.8.8,16565,53,TCP,15.6808,6,6,421,371,66.0,174.9,11543.34,0
172.1.34.73,8.8.8.8,4927,53,TCP,15.6807,5,6,333,371,64.0,230.85,14774.09,0
172.1.34.73,8.8.8.8,1455,443,TCP,11.6039,3,4,174,2012,312.29,240.51,75107.37,0
172.1.34.73,8.8.8.8,1456,443,TCP,11.5741,5,4,282,1948,247.78,424.07,105074.68,0
172.1.34.73,142.251.43.67,53777,443,UDP,308.5728,0,6,0,7752,1292.0,1.5,1934.33,0
172.1.34.73,192.178.211.84,53904,443,UDP,308.1625,18,13,7854,7537,496.48,96.7,48009.71,0
172.1.34.86,255.255.255.255,68,67,UDP,303.9027,0,1,0,358,358.0,0.0,0.0,0
172.1.34.86,224.0.0.251,5353,5353,UDP,303.8924,0,2,0,200,100.0,758.44,75843.76,0
172.1.34.73,20.190.145.160,39226,443,TCP,122.3484,16,13,16086,6399,775.34,0.26,204.44,0
172.1.34.73,49.44.116.48,37814,443,TCP,57.4267,2966,1530,5583337,85680,1260.9,118.59,149530.32,0
172.1.34.73,142.250.183.138,53249,443,TCP,56.577,21,20,4433,9361,336.44,1.06,355.65,0
172.1.34.73,8.8.8.8,42100,53,TCP,18.6799,5,6,416,379,72.27,160.15,11574.24,0
172.1.34.73,8.8.8.8,8466,53,TCP,18.6797,6,6,467,379,70.5,192.69,13584.69,0
172.1.34.83,224.0.0.252,57158,5355,UDP,303.5157,0,2,0,150,75.0,4.88,365.91,0
172.1.34.109,224.0.0.252,64773,5355,UDP,303.3955,0,2,0,144,72.0,4.03,290.32,0
172.1.34.83,224.0.0.252,64832,5355,UDP,302.6977,0,2,0,150,75.0,4.91,368.29,0
172.1.34.109,224.0.0.252,57895,5355,UDP,302.489,0,2,0,144,72.0,4.95,356.63,0
172.1.34.73,8.8.8.8,34054,53,TCP,17.4985,5,6,388,366,68.55,220.11,15087.85,0
172.1.34.73,8.8.8.8,20602,53,TCP,17.4983,6,6,398,366,63.67,261.68,16660.49,0
172.1.34.73,8.8.8.8,29744,443,TCP,17.4662,3,4,174,2044,316.86,510.61,161791.52,0
172.1.34.73,8.8.8.8,53262,443,TCP,17.4519,4,4,228,2044,284.0,174.6,49587.5,0
172.1.34.73,8.8.8.8,41765,53,TCP,16.6893,5,6,337,366,63.91,214.54,13711.19,0
172.1.34.73,8.8.8.8,63678,53,TCP,16.6891,5,6,340,366,64.18,196.35,12602.42,0
172.1.34.73,8.8.8.8,46638,53,TCP,14.7992,5,6,371,375,67.82,143.44,9727.6,0
172.1.34.73,8.8.8.8,58145,53,TCP,14.799,5,6,337,375,64.73,188.96,12230.94,0
172.1.34.73,8.8.8.8,23171,53,TCP,11.3598,5,6,388,366,68.55,174.92,11989.95,0
